index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10289,ForwardingCheckedFuture.java,since 9 0,0,since 9 0 | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10290,ForwardingCheckedFuture.java,param v the result type returned by this future s code get method,0,param v the result type returned by this future s code get method | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10292,ForwardingCheckedFuture.java,since 9 0,0,since 9 0 | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10294,ForwardingCheckedFuture.java,a future which forwards all its method calls to another future subclasses should override one or more methods to modify the behavior of the backing future as desired per the a href http en wikipedia org wiki decorator pattern decorator pattern a,0,a future which forwards all its method calls to another future subclasses should override one or more methods to modify the behavior of the backing future as desired per the a href http en wikipedia org wiki decorator pattern decorator pattern a | forwardingcheckedfuture java,"[0, 0, 1, 0, 0, 0, 0]"
10296,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10298,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10300,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10302,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10304,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10305,TestRestCsrfPreventionFilter.java,csrf has not been sent,0,csrf has not been sent | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10306,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10307,TestRestCsrfPreventionFilter.java,object under test,0,object under test | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10309,TestRestCsrfPreventionFilter.java,csrf has been sent,0,csrf has been sent | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10313,CHProviderManager.java,maintains a list of extensions implementing the org eclipse cdt ui callhierarchyproviders extension point,0,maintains a list of extensions implementing the org eclipse cdt ui callhierarchyproviders extension point | chprovidermanager java,"[1, 0, 0, 0, 0, 0, 0]"
10314,AuthenticationFilter.java,link authenticationfilter,0,link authenticationfilter | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10315,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10316,AuthenticationFilter.java,link authenticationtoken,0,link authenticationtoken | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10317,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10319,AuthenticationFilter.java,link zksignersecretprovider,0,link zksignersecretprovider | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10320,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10322,AuthenticationFilter.java,param resp the response object,0,param resp the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10323,AuthenticationFilter.java,param token authentication token for the cookie,0,param token authentication token for the cookie | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10326,AuthenticationFilter.java,param expires unix timestamp that indicates the expire date of the cookie it has no effect if its value lt 0,0,param expires unix timestamp that indicates the expire date of the cookie it has no effect if its value lt 0 | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10327,AuthenticationFilter.java,param issecure is the cookie secure,0,param issecure is the cookie secure | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10328,AuthenticationFilter.java,param iscookiepersistent whether the cookie is persistent or not,0,param iscookiepersistent whether the cookie is persistent or not | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10329,AuthenticationFilter.java,param response the response object,0,param response the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10330,AuthenticationFilter.java,param request the request object,0,param request the request object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10331,AuthenticationFilter.java,param filterchain the filter chain object,0,param filterchain the filter chain object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10332,AuthenticationFilter.java,if cookie persistence is configured to false,0,if cookie persistence is configured to false | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10333,AuthenticationFilter.java,if the token is an old one renew the its maxinactiveinterval,0,if the token is an old one renew the its maxinactiveinterval | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10334,AuthenticationFilter.java,if response code is 401 then www-authenticate header should be,0,if response code is 401 then www-authenticate header should be | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10336,AuthenticationFilter.java,param response the response object,0,param response the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10337,AuthenticationFilter.java,param request the request object,0,param request the request object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10339,AuthenticationFilter.java,if this method returns code null code the filter will invoke the configured link authenticationhandler,0,if this method returns code null code the filter will invoke the configured link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10342,TestFileSystem.java,a random suffix per task,0,a random suffix per task | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10343,TestFileSystem.java,write to temp file initially to permit parallel execution,0,write to temp file initially to permit parallel execution | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10344,TestFileSystem.java,rename to final location,0,rename to final location | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10345,TestFileSystem.java,generate a random position,0,generate a random position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10346,TestFileSystem.java,seek file to that position,0,seek file to that position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10347,TestFileSystem.java,check that byte matches,0,check that byte matches | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10348,TestFileSystem.java,advance random state to that position,0,advance random state to that position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10349,TestFileSystem.java,parse command line,0,parse command line | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10350,TestFileSystem.java,test upper lower case,0,test upper lower case | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10352,TestFileSystem.java,different uris should result in different fs instances,0,different uris should result in different fs instances | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10353,TestFileSystem.java,check basic equality,0,check basic equality | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10355,TestFileSystem.java,check behaviour with collections,0,check behaviour with collections | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10356,TestFileSystem.java,multiple invocations of filesystem get return the same object,0,multiple invocations of filesystem get return the same object | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10357,TestFileSystem.java,multiple invocations of filesystem newinstance return different objects,0,multiple invocations of filesystem newinstance return different objects | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10358,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10359,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10360,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10361,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getfilename | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10362,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10363,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10364,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition,0,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10365,CompletionTest_MemberReference_Dot_Prefix.java,aclass is valid,0,aclass is valid | completiontest memberreference dot prefix java,"[1, 0, 0, 0, 0, 0, 0]"
10366,CompletionTest_MemberReference_Dot_Prefix.java,author hamer,0,author hamer | completiontest memberreference dot prefix java,"[0, 1, 0, 0, 0, 0, 0]"
10368,CompletionTest_MemberReference_Dot_Prefix.java,testing member reference completion kind with a prefix after a,0,testing member reference completion kind with a prefix after a | completiontest memberreference dot prefix java,"[1, 0, 0, 0, 0, 0, 0]"
10370,FooterClick.java,add a footer click listener,0,add a footer click listener | footerclick java,"[1, 0, 0, 0, 0, 0, 0]"
10373,IManagedCommandLineInfo.java,noimplement this interface is not intended to be implemented by clients,0,noimplement this interface is not intended to be implemented by clients | imanagedcommandlineinfo java,"[0, 0, 0, 1, 0, 0, 0]"
10374,IManagedCommandLineInfo.java,return command line,0,return command line | imanagedcommandlineinfo java,"[0, 0, 0, 1, 0, 0, 0]"
10375,IManagedCommandLineInfo.java,provide fully qualified command line string for tool invocation,0,provide fully qualified command line string for tool invocation | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10377,IManagedCommandLineInfo.java,provide tool name,0,provide tool name | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10378,IManagedCommandLineInfo.java,give command flags,0,give command flags | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10379,IManagedCommandLineInfo.java,provide list of resources used by tool for transformation,0,provide list of resources used by tool for transformation | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10380,IManagedCommandLineInfo.java,return output file name,0,return output file name | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10381,IManagedCommandLineInfo.java,give command flag to generate output,0,give command flag to generate output | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10382,IManagedCommandLineInfo.java,return output prefix,0,return output prefix | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10383,CLIEventProcessor.java,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson ab - additional handling of events mikhail khodjaiants mentor graphics - refactor common code in gdbcontrol classes bug 372795,0,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson ab - additional handling of events mikhail khodjaiants mentor graphics - refactor common code in gdbcontrol classes bug 372795 | clieventprocessor java,"[0, 1, 0, 0, 0, 0, 0]"
10385,CLIEventProcessor.java,last thread id created,0,last thread id created | clieventprocessor java,"[1, 0, 0, 0, 0, 0, 0]"
10386,CLIEventProcessor.java,since 1 1,0,since 1 1 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10387,CLIEventProcessor.java,if it was a step instruction set state running,0,if it was a step instruction set state running | clieventprocessor java,"[0, 0, 0, 0, 0, 0, 1]"
10388,CLIEventProcessor.java,since 4 0,0,since 4 0 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10389,CLIEventProcessor.java,return,0,return | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10391,CLIEventProcessor.java,since 4 0,0,since 4 0 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10394,CLIEventProcessor.java,return,0,return | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10395,CLIEventProcessor.java,param operation,0,param operation | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10400,IteratorTesterTest.java,unit test for iteratortester,0,unit test for iteratortester | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10401,IteratorTesterTest.java,no serialization is used in this test,0,no serialization is used in this test | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10402,IteratorTesterTest.java,this iterator wraps another iterator and gives it a bug found in jdk6 p this bug is this if you create an iterator from a treeset and call next on that iterator when hasnext is false so that next throws a nosuchelementexception then subsequent calls to remove will incorrectly throw an illegalstateexception instead of removing the last element returned,0,this iterator wraps another iterator and gives it a bug found in jdk6 p this bug is this if you create an iterator from a treeset and call next on that iterator when hasnext is false so that next throws a nosuchelementexception then subsequent calls to remove will incorrectly throw an illegalstateexception instead of removing the last element returned | iteratortestertest java,"[0, 0, 1, 0, 0, 0, 0]"
10404,IteratorTesterTest.java,we should throw here but we won t,0,we should throw here but we won t | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10405,IteratorTesterTest.java,we should throw here but we won t,0,we should throw here but we won t | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10406,IteratorTesterTest.java,iteratortester doesn t expect exceptions for hasnext,0,iteratortester doesn t expect exceptions for hasnext | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10407,ClientNamenodeProtocolServerSideTranslatorPB.java,param server - the nn server,0,param server - the nn server | clientnamenodeprotocolserversidetranslatorpb java,"[0, 0, 0, 1, 0, 0, 0]"
10409,ClientNamenodeProtocolServerSideTranslatorPB.java,link clientnamenodeprotocolpb,0,link clientnamenodeprotocolpb | clientnamenodeprotocolserversidetranslatorpb java,"[0, 0, 0, 0, 1, 0, 0]"
10413,StructureTreeTab.java,contents of whole class such as resourcedescription configurationdescription or projectdescription notes 1 many strings in the file remain unlocalized since they represent method names 2 it is experimental functionality work is in progress 3 tree depth is limited by 16 deeper branches are truncated but it seems to be very rare situation,0,contents of whole class such as resourcedescription configurationdescription or projectdescription notes 1 many strings in the file remain unlocalized since they represent method names 2 it is experimental functionality work is in progress 3 tree depth is limited by 16 deeper branches are truncated but it seems to be very rare situation | structuretreetab java,"[0, 0, 1, 0, 0, 0, 0]"
10414,StructureTreeTab.java,default depth,0,default depth | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10415,StructureTreeTab.java,common check for each tree item - corresponding objects are not null - tree item nesting is no too deep,0,common check for each tree item - corresponding objects are not null - tree item nesting is no too deep | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10418,StructureTreeTab.java,configurationdescription,0,configurationdescription | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10419,StructureTreeTab.java,adds conents of array to tree,0,adds conents of array to tree | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10420,StructureTreeTab.java,used for languages kinds display,0,used for languages kinds display | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10422,StructureTreeTab.java,almost the same as cbuilddata,0,almost the same as cbuilddata | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10423,RegularContiguousSet.java,author gregory kick,0,author gregory kick | regularcontiguousset java,"[0, 1, 0, 0, 0, 0, 0]"
10425,RegularContiguousSet.java,an implementation of link contiguousset that contains one or more elements,0,an implementation of link contiguousset that contains one or more elements | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10426,RegularContiguousSet.java,allow ungenerified comparable types,0,allow ungenerified comparable types | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10427,RegularContiguousSet.java,range would reject our attempt to create x x,0,range would reject our attempt to create x x | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10428,RegularContiguousSet.java,not used by gwt emulation,0,not used by gwt emulation | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10429,RegularContiguousSet.java,navigableset,0,navigableset | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10430,RegularContiguousSet.java,copied to make sure not to use the gwt-emulated version,0,copied to make sure not to use the gwt-emulated version | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10431,RegularContiguousSet.java,serialization,0,serialization | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10432,RegularContiguousSet.java,serialization,0,serialization | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10433,QDirASTNode.java,contributors qnx software systems - initial api and implementation,0,contributors qnx software systems - initial api and implementation | qdirastnode java,"[0, 1, 0, 0, 0, 0, 0]"
10436,BKJMUtil.java,go away quietly,0,go away quietly | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10437,BKJMUtil.java,param count number of bookies required,0,param count number of bookies required | bkjmutil java,"[0, 0, 0, 1, 0, 0, 0]"
10439,BKJMUtil.java,skip readonly znode which is used for keeping r-o bookie details,0,skip readonly znode which is used for keeping r-o bookie details | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10440,BKJMUtil.java,check that a number of bookies are available,0,check that a number of bookies are available | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10442,TextHover.java,see org eclipse jface text itexthover gethoverinfo org eclipse jface text itextviewer org eclipse jface text iregion,0,see org eclipse jface text itexthover gethoverinfo org eclipse jface text itextviewer org eclipse jface text iregion | texthover java,"[0, 0, 0, 0, 1, 0, 0]"
10443,TextHover.java,see org eclipse jface text itexthover gethoverregion org eclipse jface text itextviewer int,0,see org eclipse jface text itexthover gethoverregion org eclipse jface text itextviewer int | texthover java,"[0, 0, 0, 0, 1, 0, 0]"
10444,TextHover.java,produces debug hover for the pda debugger,0,produces debug hover for the pda debugger | texthover java,"[1, 0, 0, 0, 0, 0, 0]"
10445,ICDTCommonProjectWizard.java,since 5 1,0,since 5 1 | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10447,ICDTCommonProjectWizard.java,param location location uri for the project,0,param location location uri for the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10449,ICDTCommonProjectWizard.java,param name name of the project,0,param name name of the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10450,ICDTCommonProjectWizard.java,param location location uri for the project,0,param location location uri for the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10451,ICDTCommonProjectWizard.java,param monitor progress monitor,0,param monitor progress monitor | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10452,ICDTCommonProjectWizard.java,return the project,0,return the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10457,ICDTCommonProjectWizard.java,param defaults true if called from the first wizard page,0,param defaults true if called from the first wizard page | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10460,ICDTCommonProjectWizard.java,param onfinish true if the method is called when finish is pressed false,0,param onfinish true if the method is called when finish is pressed false | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10461,ICDTCommonProjectWizard.java,return the newly created project,0,return the newly created project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10462,ICDTCommonProjectWizard.java,param config the configuration element,0,param config the configuration element | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10463,ICDTCommonProjectWizard.java,param data not used,0,param data not used | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10465,ICDTCommonProjectWizard.java,first stage of creating the project but no progress displayed identical to calling createiproject name location new nullprogressmonitor,0,first stage of creating the project but no progress displayed identical to calling createiproject name location new nullprogressmonitor | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10466,ICDTCommonProjectWizard.java,first stage of creating the project only used internally,0,first stage of creating the project only used internally | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10467,ICDTCommonProjectWizard.java,get the file content types supported by this project,0,get the file content types supported by this project | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10468,ICDTCommonProjectWizard.java,get the file extension specifications for each content type,0,get the file extension specifications for each content type | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10469,ICDTCommonProjectWizard.java,get the languages supported by each content type,0,get the languages supported by each content type | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10471,ICDTCommonProjectWizard.java,get the project natures provided by this project,0,get the project natures provided by this project | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10472,ICDTCommonProjectWizard.java,return array of project natures,0,return array of project natures | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10474,ICDTCommonProjectWizard.java,create and return the project specified by the wizard,0,create and return the project specified by the wizard | icdtcommonprojectwizard java,"[1, 0, 0, 0, 0, 0, 0]"
10475,ICDTCommonProjectWizard.java,otherwise if onfinish is false the project is temporary and can be removed if cancel is pressed,0,otherwise if onfinish is false the project is temporary and can be removed if cancel is pressed | icdtcommonprojectwizard java,"[0, 0, 0, 0, 0, 0, 1]"
10476,ICDTCommonProjectWizard.java,link basicnewprojectresourcewizard updateperspective iconfigurationelement,0,link basicnewprojectresourcewizard updateperspective iconfigurationelement | icdtcommonprojectwizard java,"[0, 0, 0, 0, 1, 0, 0]"
10478,SortEvent.java,link sortnotifier sortnotifiers,0,link sortnotifier sortnotifiers | sortevent java,"[0, 0, 0, 0, 1, 0, 0]"
10479,SortEvent.java,link container,0,link container | sortevent java,"[0, 0, 0, 0, 1, 0, 0]"
10481,SortEvent.java,link addsortlistener sortlistener,0,link addsortlistener sortlistener | sortevent java,"[0, 0, 0, 0, 1, 0, 0]"
10482,SortEvent.java,param listener the sort order change listener to remove,0,param listener the sort order change listener to remove | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10483,SortEvent.java,param listener the sort order change listener to add,0,param listener the sort order change listener to add | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10486,SortEvent.java,return the sort order list,0,return the sort order list | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10488,SortEvent.java,param sortorder the new sort order list,0,param sortorder the new sort order list | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10489,SortEvent.java,param source the component from which the event originates,0,param source the component from which the event originates | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10490,SortEvent.java,since 7 4,0,since 7 4 | sortevent java,"[0, 0, 0, 1, 0, 0, 0]"
10491,SortEvent.java,see sortlistener,0,see sortlistener | sortevent java,"[0, 0, 0, 0, 1, 0, 0]"
10492,SortEvent.java,author vaadin ltd,0,author vaadin ltd | sortevent java,"[0, 1, 0, 0, 0, 0, 0]"
10496,SortEvent.java,returns whether this event originated from actions done by the user,0,returns whether this event originated from actions done by the user | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10497,SortEvent.java,listener for sort order change events,0,listener for sort order change events | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10498,SortEvent.java,called when the sort order has changed,0,called when the sort order has changed | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10499,SortEvent.java,the interface for adding and removing listeners for link sortevent sortevents,0,the interface for adding and removing listeners for link sortevent sortevents | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10500,SortEvent.java,adds a sort order change listener that gets notified when the sort order changes,0,adds a sort order change listener that gets notified when the sort order changes | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10501,SortEvent.java,removes a sort order change listener previously added using,0,removes a sort order change listener previously added using | sortevent java,"[1, 0, 0, 0, 0, 0, 0]"
10502,TreeState.java,since 7 0,0,since 7 0 | treestate java,"[0, 0, 0, 1, 0, 0, 0]"
10503,TreeState.java,shared state for the table component,0,shared state for the table component | treestate java,"[1, 0, 0, 0, 0, 0, 0]"
10506,UsingDirectiveFilter.java,see viewerfilter,0,see viewerfilter | usingdirectivefilter java,"[0, 0, 0, 0, 1, 0, 0]"
10509,CRenameProcessorDelegate.java,the options presented by the page in the refactoring wizard,0,the options presented by the page in the refactoring wizard | crenameprocessordelegate java,"[1, 0, 0, 0, 0, 0, 0]"
10511,CRenameProcessorDelegate.java,sets the options that enable exhaustive file search,0,sets the options that enable exhaustive file search | crenameprocessordelegate java,"[1, 0, 0, 0, 0, 0, 0]"
10512,CRenameProcessorDelegate.java,the options that may need exhaustive file search since index lookup is not guaranteed to return all files participating in refactoring when one of these options is selected the exhaustive file search is enabled,0,the options that may need exhaustive file search since index lookup is not guaranteed to return all files participating in refactoring when one of these options is selected the exhaustive file search is enabled | crenameprocessordelegate java,"[0, 0, 1, 0, 0, 0, 0]"
10513,CRenameProcessorDelegate.java,param bindings bindings being renamed,0,param bindings bindings being renamed | crenameprocessordelegate java,"[0, 0, 0, 1, 0, 0, 0]"
10516,CRenameProcessorDelegate.java,see getoptionsenablingexhaustivesearch,0,see getoptionsenablingexhaustivesearch | crenameprocessordelegate java,"[0, 0, 0, 0, 1, 0, 0]"
10517,CRenameProcessorDelegate.java,builds an index-based file filter for the name search,0,builds an index-based file filter for the name search | crenameprocessordelegate java,"[1, 0, 0, 0, 0, 0, 0]"
10518,CRenameProcessorDelegate.java,perform text search,0,perform text search | crenameprocessordelegate java,"[1, 0, 0, 0, 0, 0, 0]"
10523,LabelColumnInfo.java,since 1 0,0,since 1 0 | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10525,LabelColumnInfo.java,since 2 1,0,since 2 1 | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10526,LabelColumnInfo.java,since 2 1,0,since 2 1 | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10528,LabelColumnInfo.java,param properties map of properties to use to generate the label,0,param properties map of properties to use to generate the label | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10529,LabelColumnInfo.java,param status result of the properties update,0,param status result of the properties update | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10531,LabelColumnInfo.java,param update update to write to,0,param update update to write to | labelcolumninfo java,"[0, 0, 0, 1, 0, 0, 0]"
10532,LabelColumnInfo.java,updates the label parameters for this column based on the provided properties the label information is written to the givne label update under the given column index,0,updates the label parameters for this column based on the provided properties the label information is written to the givne label update under the given column index | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
10533,LabelColumnInfo.java,inserts an attribute in front of all the other existing attributes,0,inserts an attribute in front of all the other existing attributes | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
10534,LabelColumnInfo.java,returns the list of configured label attributes for this column,0,returns the list of configured label attributes for this column | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
10535,LabelColumnInfo.java,returns the list of configured label attributes for this column,0,returns the list of configured label attributes for this column | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
10536,LabelColumnInfo.java,returns the property names that need to be retrieved in order to generate the label for this column,0,returns the property names that need to be retrieved in order to generate the label for this column | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
